id_mean,nvar_mean,ncon_mean,nequ_mean,objective_mean,elapsed_time_mean,iter_mean,dual_feas_mean,primal_feas_mean,neval_obj_mean,neval_grad_mean,neval_cons_mean,neval_cons_lin_mean,neval_cons_nln_mean,neval_jcon_mean,neval_jgrad_mean,neval_jac_mean,neval_jac_lin_mean,neval_jac_nln_mean,neval_jprod_mean,neval_jprod_lin_mean,neval_jprod_nln_mean,neval_jtprod_mean,neval_jtprod_lin_mean,neval_jtprod_nln_mean,neval_hess_mean,neval_hprod_mean,neval_jhess_mean,neval_jhprod_mean,neval_residual_mean,neval_jac_residual_mean,neval_jprod_residual_mean,neval_jtprod_residual_mean,neval_hess_residual_mean,neval_jhess_residual_mean,neval_hprod_residual_mean,nvar_std,ncon_std,nequ_std,objective_std,elapsed_time_std,iter_std,dual_feas_std,primal_feas_std,neval_obj_std,neval_grad_std,neval_cons_std,neval_cons_lin_std,neval_cons_nln_std,neval_jcon_std,neval_jgrad_std,neval_jac_std,neval_jac_lin_std,neval_jac_nln_std,neval_jprod_std,neval_jprod_lin_std,neval_jprod_nln_std,neval_jtprod_std,neval_jtprod_lin_std,neval_jtprod_nln_std,neval_hess_std,neval_hprod_std,neval_jhess_std,neval_jhprod_std,neval_residual_std,neval_jac_residual_std,neval_jprod_residual_std,neval_jtprod_residual_std,neval_hess_residual_std,neval_jhess_residual_std,neval_hprod_residual_std,nvar_min,ncon_min,nequ_min,objective_min,elapsed_time_min,iter_min,dual_feas_min,primal_feas_min,neval_obj_min,neval_grad_min,neval_cons_min,neval_cons_lin_min,neval_cons_nln_min,neval_jcon_min,neval_jgrad_min,neval_jac_min,neval_jac_lin_min,neval_jac_nln_min,neval_jprod_min,neval_jprod_lin_min,neval_jprod_nln_min,neval_jtprod_min,neval_jtprod_lin_min,neval_jtprod_nln_min,neval_hess_min,neval_hprod_min,neval_jhess_min,neval_jhprod_min,neval_residual_min,neval_jac_residual_min,neval_jprod_residual_min,neval_jtprod_residual_min,neval_hess_residual_min,neval_jhess_residual_min,neval_hprod_residual_min,nvar_max,ncon_max,nequ_max,objective_max,elapsed_time_max,iter_max,dual_feas_max,primal_feas_max,neval_obj_max,neval_grad_max,neval_cons_max,neval_cons_lin_max,neval_cons_nln_max,neval_jcon_max,neval_jgrad_max,neval_jac_max,neval_jac_lin_max,neval_jac_nln_max,neval_jprod_max,neval_jprod_lin_max,neval_jprod_nln_max,neval_jtprod_max,neval_jtprod_lin_max,neval_jtprod_nln_max,neval_hess_max,neval_hprod_max,neval_jhess_max,neval_jhprod_max,neval_residual_max,neval_jac_residual_max,neval_jprod_residual_max,neval_jtprod_residual_max,neval_hess_residual_max,neval_jhess_residual_max,neval_hprod_residual_max
36.0,416.4788732394366,403.0,0.0,NaN,1.7560469936317122,519.0,Inf,Inf,7706.394366197183,1028.5915492957747,7704.394366197183,0.0,0.0,0.0,0.0,522.6056338028169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.4647887323944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.56583855986077,278.99175615060744,0.0,NaN,7.496358999049225,3502.925255105673,NaN,NaN,61656.47153299803,6999.009965860406,61656.47153299803,0.0,0.0,0.0,0.0,3503.76590655937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3502.079055283695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,101,0,NaN,0.0011911392211914062,-1,Inf,0.0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,NaN,60.13389801979065,29585,Inf,Inf,519823,59109,519821,0,0,0,0,29595,0,0,0,0,0,0,0,0,29577,0,0,0,0,0,0,0,0,0,0
